1.0,2.5670291870667272,99.99305603777515
2.0,2.566938929181317,99.98611303985557
94.0,2.51367509655831,99.36268450851836
186.0,2.4697467904434056,98.76443104666788
276.0,2.4316247887712805,98.19969394037733
367.0,2.424128502646794,97.62043169790276
553.0,2.4840341330877314,96.35075193087127
732.0,2.699163969827678,94.79879200343301
1099.0,2.9621951891511733,91.58570342613278
1463.0,3.2192821488432166,88.07315612709375
1828.0,3.503889393294246,84.15767328033272
2193.0,3.7032464622104744,80.37409315370529
2559.0,3.955000137609521,76.18995372196278
2926.0,4.152533628203181,72.16902265964828
3290.0,4.28012268252449,68.53885786408344
3654.0,4.372727294897905,65.15173532875629
4385.0,4.425855139009216,59.435493239978875
5481.0,4.472555985573257,51.83872758617527
7308.0,4.754174059596927,39.45764388072472
